"Country","Region","City","Organization","Room","URL","Address","Lat","Lng","GmapsName","GmapsId","GmapsPlaceId"
"US","Arizona","Tucson","Escape Room Tucson","Mysteries of Egypt","https://www.escaperoomtucson.com/","3655 N Oracle Rd #102, Tucson, AZ 85705, United States",32.2731866,-110.9788343,"Escape Room Tucson","af7d8e2ae7d1a99811a4e32a9696d52f49c744d4","ChIJJ6IGodlz1oYRhaN74yHcFak"
"US","Arizona","Tucson","Escape Room Tucson","Red October","https://www.escaperoomtucson.com/","3655 N Oracle Rd #102, Tucson, AZ 85705, United States",32.2731866,-110.9788343,"Escape Room Tucson","af7d8e2ae7d1a99811a4e32a9696d52f49c744d4","ChIJJ6IGodlz1oYRhaN74yHcFak"
"US","Arizona","Tucson","Escape Room Tucson","Area 53: Lunar Lockdown","https://www.escaperoomtucson.com/","3655 N Oracle Rd #102, Tucson, AZ 85705, United States",32.2731866,-110.9788343,"Escape Room Tucson","af7d8e2ae7d1a99811a4e32a9696d52f49c744d4","ChIJJ6IGodlz1oYRhaN74yHcFak"
"US","Arizona","Tucson","Fox in a Box Tucson","Central Bank","http://foxinaboxtucson.com/","972 E University Blvd, Tucson, AZ 85719, United States",32.231467,-110.957007,"Fox in a Box Tucson","b11f51dfe0e3c3ce65228bb30fdf2b23523503d2","ChIJifsLGwRx1oYRxKIAAd0OGYE"
"US","Arizona","Tucson","Fox in a Box Tucson","Zombie Lab","http://foxinaboxtucson.com/","972 E University Blvd, Tucson, AZ 85719, United States",32.231467,-110.957007,"Fox in a Box Tucson","b11f51dfe0e3c3ce65228bb30fdf2b23523503d2","ChIJifsLGwRx1oYRxKIAAd0OGYE"
"US","Arizona","Tucson","Will You Escape?","Hollywood Room","http://www.willyouescape.com/","2577 N 1st Ave, Tucson, AZ 85719, United States",32.253677,-110.961772,"Will You Escape?","8fc4f6fa1e5a4e13e91878fca43c15d4730050f1","ChIJtbalg1Ju1oYRHR0LpB74CzM"
"US","Arizona","Tucson","Will You Escape?","Secret Agent","http://www.willyouescape.com/","2577 N 1st Ave, Tucson, AZ 85719, United States",32.253677,-110.961772,"Will You Escape?","8fc4f6fa1e5a4e13e91878fca43c15d4730050f1","ChIJtbalg1Ju1oYRHR0LpB74CzM"
"US","Arizona","Yuma","Escape Room Yuma","Bomb Squad","http://www.escaperoomyuma.com/","","","","","",""
"US","Arizona","Yuma","Escape Room Yuma","Da Vinci's Office","http://www.escaperoomyuma.com/","","","","","",""
"US","Arizona","Yuma","Escape Room Yuma","Sleepy Hollow","http://www.escaperoomyuma.com/","","","","","",""
"US","Arizona","Yuma","Escape Room Yuma","Cold War Espionage","http://www.escaperoomyuma.com/","","","","","",""
"US","Arkansas","Batesville","Batesville Escape Rooms","Paranormal Investigator","http://www.batesvilleescape.com/","920 23rd St, Batesville, AR 72501, United States",35.77001000000001,-91.6274421,"Batesville Escape Rooms","cda9a2812fafd2209cd57504617b5073ff110115","ChIJWdIpggjb04cReHYjT6dfBZc"
"US","Arkansas","Batesville","Batesville Escape Rooms","Mystery Room","http://www.batesvilleescape.com/","920 23rd St, Batesville, AR 72501, United States",35.77001000000001,-91.6274421,"Batesville Escape Rooms","cda9a2812fafd2209cd57504617b5073ff110115","ChIJWdIpggjb04cReHYjT6dfBZc"
"US","Arkansas","Bentonville","Bolt NWA","The Professor's Study","http://www.boltnwa.com/","2618 SE J St #8, Bentonville, AR 72712, United States",36.3431009,-94.1980545,"Bolt NWA!","d98461db895b203b154f6bd9d96092090590aaa1","ChIJoSdAMWcQyYcRxwkEO5KhWCI"
"US","Arkansas","Bentonville","Bolt NWA","The Hostel Room","http://www.boltnwa.com/","2618 SE J St #8, Bentonville, AR 72712, United States",36.3431009,-94.1980545,"Bolt NWA!","d98461db895b203b154f6bd9d96092090590aaa1","ChIJoSdAMWcQyYcRxwkEO5KhWCI"
"US","Arkansas","Bentonville","Bolt NWA","The Hacker Den Room","http://www.boltnwa.com/","2618 SE J St #8, Bentonville, AR 72712, United States",36.3431009,-94.1980545,"Bolt NWA!","d98461db895b203b154f6bd9d96092090590aaa1","ChIJoSdAMWcQyYcRxwkEO5KhWCI"
"US","Arkansas","Conway","Escape Mystery Rooms","Bank Job","http://www.escapemysteryrooms.com/","707 Parkway St #101, Conway, AR 72032, United States",35.088085,-92.44117589999999,"Escape Mystery Rooms","c6b847f77fee4be102dc85118bb7e0d65b73ad40","ChIJZ2-4LxaC0ocRqLfNSzTh7pc"
"US","Arkansas","Conway","Escape Mystery Rooms","Serial Killer","http://www.escapemysteryrooms.com/","707 Parkway St #101, Conway, AR 72032, United States",35.088085,-92.44117589999999,"Escape Mystery Rooms","c6b847f77fee4be102dc85118bb7e0d65b73ad40","ChIJZ2-4LxaC0ocRqLfNSzTh7pc"
"US","Arkansas","Conway","Escape Mystery Rooms","Taken","http://www.escapemysteryrooms.com/","707 Parkway St #101, Conway, AR 72032, United States",35.088085,-92.44117589999999,"Escape Mystery Rooms","c6b847f77fee4be102dc85118bb7e0d65b73ad40","ChIJZ2-4LxaC0ocRqLfNSzTh7pc"
"US","Arkansas","Eureka Springs","Escape Room 13","Escape Room 13","http://www.escaperoom13.com/","13 N Main St, Eureka Springs, AR 72632, United States",36.4020635,-93.7367816,"Escape Room 13","1a0716f5d8f1cd64f42015de28edb91ba80c5444","ChIJd1uWpMnSzocR4Hr5qIeQhi0"
"US","Arkansas","Fayetteville","NWA Escape Room","Mayan Mystery","http://nwaescaperoom.com/","4083 E Georgetowne Square Dr, Fayetteville, AR 72703, United States",36.1251254,-94.1465401,"NWA Escape Room","0a4781529b4628459db814fe1ecd7334e361f1d9","ChIJCReL-bJuyYcRLFinc79R8_I"
"US","Arkansas","Fayetteville","NWA Escape Room","""Clue"" Me","http://nwaescaperoom.com/","4083 E Georgetowne Square Dr, Fayetteville, AR 72703, United States",36.1251254,-94.1465401,"NWA Escape Room","0a4781529b4628459db814fe1ecd7334e361f1d9","ChIJCReL-bJuyYcRLFinc79R8_I"
"US","Arkansas","Fayetteville","NWA Escape Room","The ""Doctor"" is Out","http://nwaescaperoom.com/","4083 E Georgetowne Square Dr, Fayetteville, AR 72703, United States",36.1251254,-94.1465401,"NWA Escape Room","0a4781529b4628459db814fe1ecd7334e361f1d9","ChIJCReL-bJuyYcRLFinc79R8_I"
"US","Arkansas","Fayetteville","NWA Escape Room","Double Agent","http://nwaescaperoom.com/","4083 E Georgetowne Square Dr, Fayetteville, AR 72703, United States",36.1251254,-94.1465401,"NWA Escape Room","0a4781529b4628459db814fe1ecd7334e361f1d9","ChIJCReL-bJuyYcRLFinc79R8_I"
"US","Arkansas","Fayetteville","Ozark Escape","Under Siege","http://www.ozarkescape.com/","NWA, 509 West Spring Street #140, Fayetteville, AR 72701, United States",36.0644888,-94.16655139999999,"Ozark Escape","c6666d5a6093af173f9ee4ddcd46d39728deddb7","ChIJWf-cNtluyYcREcY0l9bblZc"
"US","Arkansas","Fayetteville","Ozark Escape","Blood Bath","http://www.ozarkescape.com/","NWA, 509 West Spring Street #140, Fayetteville, AR 72701, United States",36.0644888,-94.16655139999999,"Ozark Escape","c6666d5a6093af173f9ee4ddcd46d39728deddb7","ChIJWf-cNtluyYcREcY0l9bblZc"
"US","Arkansas","Fayetteville","Ozark Escape","Bank Heist","http://www.ozarkescape.com/","NWA, 509 West Spring Street #140, Fayetteville, AR 72701, United States",36.0644888,-94.16655139999999,"Ozark Escape","c6666d5a6093af173f9ee4ddcd46d39728deddb7","ChIJWf-cNtluyYcREcY0l9bblZc"
"US","Arkansas","Fayetteville","Ozark Escape","The Hidden Elixir","http://www.ozarkescape.com/","NWA, 509 West Spring Street #140, Fayetteville, AR 72701, United States",36.0644888,-94.16655139999999,"Ozark Escape","c6666d5a6093af173f9ee4ddcd46d39728deddb7","ChIJWf-cNtluyYcREcY0l9bblZc"
"US","Arkansas","Fort Smith","ClueMasters","Murder in the Manor","http://www.cluemasters.com/","115 N 10th St, Fort Smith, AR 72901, United States",35.386358,-94.4204715,"ClueMasters Escape Room","d1f9c4dcd71534d920b307b77e20151323a53aed","ChIJCTDGhpdMyocRXPTvpOSHQLw"
"US","Arkansas","Fort Smith","ClueMasters","The Dark Hall","http://www.cluemasters.com/","115 N 10th St, Fort Smith, AR 72901, United States",35.386358,-94.4204715,"ClueMasters Escape Room","d1f9c4dcd71534d920b307b77e20151323a53aed","ChIJCTDGhpdMyocRXPTvpOSHQLw"
"US","Arkansas","Fort Smith","ClueMasters","Clue Pig Sooie","http://www.cluemasters.com/","115 N 10th St, Fort Smith, AR 72901, United States",35.386358,-94.4204715,"ClueMasters Escape Room","d1f9c4dcd71534d920b307b77e20151323a53aed","ChIJCTDGhpdMyocRXPTvpOSHQLw"
"US","Arkansas","Fort Smith","Escape Artists","The Pirate's Chest","http://escapeartistsfs.com/","4120 Rogers Ave Suite H, Fort Smith, AR 72903, United States",35.3689792,-94.3865299,"Escape Artists- Escape Rooms","86db1e8cbcf3037ea6dce88dfa37fade8c068d8b","ChIJY5ucYzqzy4cRQfKwNYfUUKA"
"US","Arkansas","Fort Smith","Escape Artists","Gypsy's Cottage","http://escapeartistsfs.com/","4120 Rogers Ave Suite H, Fort Smith, AR 72903, United States",35.3689792,-94.3865299,"Escape Artists- Escape Rooms","86db1e8cbcf3037ea6dce88dfa37fade8c068d8b","ChIJY5ucYzqzy4cRQfKwNYfUUKA"
"US","Arkansas","Fort Smith","Forth Smith Escape Room","Sherlock's Home","http://www.fsescaperoom.com/","4301 Regions Park Dr #12, Fort Smith, AR 72916, United States",35.3256843,-94.38665429999999,"Fort Smith Escape Room","acfe4012bc8b64db778206a4e666122c8249d716","ChIJ20ndb7qyy4cRA-I8GzfUDYg"
"US","Arkansas","Fort Smith","Forth Smith Escape Room","The Dig","http://www.fsescaperoom.com/","4301 Regions Park Dr #12, Fort Smith, AR 72916, United States",35.3256843,-94.38665429999999,"Fort Smith Escape Room","acfe4012bc8b64db778206a4e666122c8249d716","ChIJ20ndb7qyy4cRA-I8GzfUDYg"
"US","Arkansas","Fort Smith","Great Escape Mystery Rooms","Back to School","http://www.greatescapemysteryrooms.com/","505 Main Street, Van Buren, AR, Van Buren, AR 72956, United States",35.435492,-94.354733,"Great Escape Mystery Rooms","1c0a9c35af3ac686dc715f6a13548b7c40a16367","ChIJefHUsle0y4cRiRsoPLcdLP0"
"US","Arkansas","Fort Smith","Great Escape Mystery Rooms","Heist at the Museum","http://www.greatescapemysteryrooms.com/","505 Main Street, Van Buren, AR, Van Buren, AR 72956, United States",35.435492,-94.354733,"Great Escape Mystery Rooms","1c0a9c35af3ac686dc715f6a13548b7c40a16367","ChIJefHUsle0y4cRiRsoPLcdLP0"
"US","Arkansas","Hot Springs","A Narrow Escape","Clinical Trial","http://www.narrowescapear.com/","801 Central Ave #37, Hot Springs, AR 71901, United States",34.5092922,-93.0538054,"A Narrow Escape","1c0cc72af6d6d7bd251b624cc848a9c65428a1ec","ChIJbYL2XwErzYcR-6Z4fmZUfc8"
"US","Arkansas","Hot Springs","Escape Hot Springs","The Bathhouse & The Gambler","http://www.escapehotsprings.com/","200 Spring St #200, Hot Springs, AR 71901, United States",34.51038,-93.05318899999999,"Escape Hot Springs, Inc","731356557b45d3e7aca65909aa7825156b842d5b","ChIJIz6xRgErzYcRN0ZO4f42RdU"
"US","Arkansas","Hot Springs","Escape Hot Springs","Cold Case","http://www.escapehotsprings.com/","200 Spring St #200, Hot Springs, AR 71901, United States",34.51038,-93.05318899999999,"Escape Hot Springs, Inc","731356557b45d3e7aca65909aa7825156b842d5b","ChIJIz6xRgErzYcRN0ZO4f42RdU"
"US","Arkansas","Hot Springs","GR8 Escapes Arkansas","Gangster's Revenge","http://gr8escapesar.com/","212 Central Ave, Hot Springs National Park, AR 71901, United States",34.517035,-93.05447699999999,"GR8 Escapes Arkansas","c1edb9751f5ce6fe45af7110f8ca24e03716e01f","ChIJeVnUT6orzYcRS91dFCMpxAE"
"US","Arkansas","Hot Springs","GR8 Escapes Arkansas West","Miss Lilly Rose","http://gr8escapesar.com/","1560 Airport Rd Suite A, Hot Springs, AR 71913, United States",34.4688142,-93.13892039999999,"GR8 Escapes Arkansas West","2aecd69b3be55bb6626698fdcf44c959aea368ab","ChIJM0OgSdXUzIcRG4mwXzAU27w"
"US","Arkansas","Hot Springs","Hot Springs Escape Room","Terrorist Hideout","http://hsescaperooms.com/","200 Spring St #200, Hot Springs, AR 71901, United States",34.51038,-93.05318899999999,"Escape Hot Springs, Inc","731356557b45d3e7aca65909aa7825156b842d5b","ChIJIz6xRgErzYcRN0ZO4f42RdU"
"US","Arkansas","Hot Springs","Hot Springs Escape Room","Mystery House","http://hsescaperooms.com/","200 Spring St #200, Hot Springs, AR 71901, United States",34.51038,-93.05318899999999,"Escape Hot Springs, Inc","731356557b45d3e7aca65909aa7825156b842d5b","ChIJIz6xRgErzYcRN0ZO4f42RdU"
"US","Arkansas","Hot Springs Village","HSV Escape Room","Meeting Mania","http://www.facebook.com/HSVEscapeRoom","150 Ponderosa Way, Hot Springs Village, AR 71909, United States",34.6493435,-92.98105,"Coronado Community Center","43c0df859ed9d1b8c123bd5844acdc1c4e0a3334","ChIJn-dyzYAlzYcRyS0a1aXM8q0"
"US","Arkansas","Hot Springs Village","HSV Escape Room","Mother-in-Law Mania","http://www.facebook.com/HSVEscapeRoom","150 Ponderosa Way, Hot Springs Village, AR 71909, United States",34.6493435,-92.98105,"Coronado Community Center","43c0df859ed9d1b8c123bd5844acdc1c4e0a3334","ChIJn-dyzYAlzYcRyS0a1aXM8q0"
"US","Arkansas","Little Rock","Central Arkansas Escape Rooms","The Alchemist's Laboratory","http://www.centralarescapes.com/","108 W F Ave, North Little Rock, AR 72116, United States",34.7878793,-92.2608192,"Central Arkansas Escape Rooms","5aaa61a7b22362f480938947bac2a5ddf985d7c5","ChIJT31qyFm80ocRFOdqYgk4aT4"
"US","Arkansas","Little Rock","Central Arkansas Escape Rooms","The Missile Silo","http://www.centralarescapes.com/","108 W F Ave, North Little Rock, AR 72116, United States",34.7878793,-92.2608192,"Central Arkansas Escape Rooms","5aaa61a7b22362f480938947bac2a5ddf985d7c5","ChIJT31qyFm80ocRFOdqYgk4aT4"
"US","Arkansas","Little Rock","Escape Quest","Dragon's Lair","http://escapequestarkansas.com/","2700 N Prickett Rd #1c, Bryant, AR 72022, United States",34.6192485,-92.5063198,"Escape Quest","8ec12960a24e8e0bc30abe1398908835d3fc8ccd","ChIJJUYsuANXzYcRwCsA1ZuJ7sA"
"US","Arkansas","Little Rock","Mystery Mansion Escape and Events","The Game Room","http://www.mysterymansionescape.com/","2122 Broadway St, Little Rock, AR 72206, United States",34.72788989999999,-92.279034,"Mystery Mansion Escape Room","98cc6c6c22bb3cebcf7640181245b936fd96ad34","ChIJA1V0YBS70ocRIvw3z8Ud2Fk"
"US","Arkansas","Little Rock","Mystery Mansion Escape and Events","The Lab","http://www.mysterymansionescape.com/","2122 Broadway St, Little Rock, AR 72206, United States",34.72788989999999,-92.279034,"Mystery Mansion Escape Room","98cc6c6c22bb3cebcf7640181245b936fd96ad34","ChIJA1V0YBS70ocRIvw3z8Ud2Fk"
"US","Arkansas","Little Rock","Ozark Escape","Mind Games","http://www.ozarkescapelittlerock.com/","713A Main St, North Little Rock, AR 72114, United States",34.7605036,-92.26772749999999,"Ozark Escape","9e034036a099a8125975141054ae2900a3a97edf","ChIJMwJKm4a80ocRTj2wHuEywRA"
"US","Arkansas","Little Rock","Ozark Escape","Home Alone","http://www.ozarkescapelittlerock.com/","713A Main St, North Little Rock, AR 72114, United States",34.7605036,-92.26772749999999,"Ozark Escape","9e034036a099a8125975141054ae2900a3a97edf","ChIJMwJKm4a80ocRTj2wHuEywRA"
"US","Arkansas","Little Rock","Ozark Escape","In Search of Dorian Gray","http://www.ozarkescapelittlerock.com/","713A Main St, North Little Rock, AR 72114, United States",34.7605036,-92.26772749999999,"Ozark Escape","9e034036a099a8125975141054ae2900a3a97edf","ChIJMwJKm4a80ocRTj2wHuEywRA"
"US","Arkansas","Little Rock","Red Door Escapes, LLC","Battleship","http://www.rdescapes.com/","3614 Market Pl Ave #5, Bryant, AR 72022, United States",34.6279003,-92.49334929999999,"Red Door Escapes","0a224d8367c769463f8ce061a3ef46dd0852b900","ChIJ6cXdkaVXzYcR5iIR9VLbXzw"
"US","Arkansas","Russellville","Hourglass Escape Rooms","Outbreak","http://www.hgescape.com/","2606 W Main St, Russellville, AR 72801, United States",35.28592500000001,-93.15899399999999,"Hourglass Escape Rooms","7ed4bc54f637319f4e1eb50f55606a50ab0c950c","ChIJV9wrfJVTzIcRknsbCLk93tg"
"US","Arkansas","Russellville","Hourglass Escape Rooms","Lost","http://www.hgescape.com/","2606 W Main St, Russellville, AR 72801, United States",35.28592500000001,-93.15899399999999,"Hourglass Escape Rooms","7ed4bc54f637319f4e1eb50f55606a50ab0c950c","ChIJV9wrfJVTzIcRknsbCLk93tg"
"US","Arkansas","Russellville","Hourglass Escape Rooms","Stolen","http://www.hgescape.com/","2606 W Main St, Russellville, AR 72801, United States",35.28592500000001,-93.15899399999999,"Hourglass Escape Rooms","7ed4bc54f637319f4e1eb50f55606a50ab0c950c","ChIJV9wrfJVTzIcRknsbCLk93tg"
"US","Arkansas","Russellville","Hourglass Escape Rooms","Homicide","http://www.hgescape.com/","2606 W Main St, Russellville, AR 72801, United States",35.28592500000001,-93.15899399999999,"Hourglass Escape Rooms","7ed4bc54f637319f4e1eb50f55606a50ab0c950c","ChIJV9wrfJVTzIcRknsbCLk93tg"
"US","Arkansas","Springdale","The Room - NWA","The Miner's Map","http://www.theroom-nwa.com/","2056 Dime Dr b, Springdale, AR 72764, United States",36.16668230000001,-94.13214939999999,"The Room - NWA","2bbd3ff1cb18df7838c2933b8bba6bbe91892095","ChIJu-6NPWtryYcRPEG_16ObCGg"
"US","Arkansas","Springdale","The Room - NWA","The Man Cave","http://www.theroom-nwa.com/","2056 Dime Dr b, Springdale, AR 72764, United States",36.16668230000001,-94.13214939999999,"The Room - NWA","2bbd3ff1cb18df7838c2933b8bba6bbe91892095","ChIJu-6NPWtryYcRPEG_16ObCGg"
"US","Arkansas","Springdale","The Room - NWA","The Professor's Study","http://www.theroom-nwa.com/","2056 Dime Dr b, Springdale, AR 72764, United States",36.16668230000001,-94.13214939999999,"The Room - NWA","2bbd3ff1cb18df7838c2933b8bba6bbe91892095","ChIJu-6NPWtryYcRPEG_16ObCGg"
"US","Arkansas","Springdale","The Room - NWA","Biohazard","http://www.theroom-nwa.com/","2056 Dime Dr b, Springdale, AR 72764, United States",36.16668230000001,-94.13214939999999,"The Room - NWA","2bbd3ff1cb18df7838c2933b8bba6bbe91892095","ChIJu-6NPWtryYcRPEG_16ObCGg"
"US","Arkansas","Tontitown","The Escapeopolis Project","Insurgent Attack","http://www.escapeopolis.com/","406 E Henri De Tonti Blvd, Springdale, AR 72762, United States",36.176648,-94.229593,"The Escapeopolis Project","63ebd4e8331dde178702ee3fa27127b9d670e459","ChIJF5ijbEhwyYcRYLputQzQvYc"
"US","Arkansas","Tontitown","The Escapeopolis Project","1959","http://www.escapeopolis.com/","406 E Henri De Tonti Blvd, Springdale, AR 72762, United States",36.176648,-94.229593,"The Escapeopolis Project","63ebd4e8331dde178702ee3fa27127b9d670e459","ChIJF5ijbEhwyYcRYLputQzQvYc"
"US","California","Alameda","Doom Escape Room","The Doomsday Prepper","http://www.doomescaperoom.com/","","","","","",""
"US","California","Anaheim","Cross Roads Escape Games","The Hex Room","http://www.crossroadsescapegames.com/the-hex-room.html","4245 E La Palma Ave, Anaheim, CA 92807, United States",33.8598284,-117.8239216,"Cross Roads Escape Games- Escape Room","390091b1860bee612e82306543d58d12532c0f47","ChIJOeaUlDbR3IAR8gTiaFfay6Q"
"US","California","Anaheim","Cross Roads Escape Games","The Fun House","http://www.crossroadsescapegames.com/the-fun-house.html","4245 E La Palma Ave, Anaheim, CA 92807, United States",33.8598284,-117.8239216,"Cross Roads Escape Games- Escape Room","390091b1860bee612e82306543d58d12532c0f47","ChIJOeaUlDbR3IAR8gTiaFfay6Q"
"US","California","Anaheim","Escape Room Era","Benjamin Franklin's Invention Room","https://www.escaperoomera.com/","3365 E Miraloma Ave #202, Anaheim, CA 92806, United States",33.860487,-117.8503185,"Escape Room Era","b673d05f275cbd5e555d256cd7c3c7295bf2af63","ChIJAzKQ6b7W3IARAJZKkjdlttI"
"US","California","Anaheim","Exodus Escape Room","Apocalypse","http://exodusescaperoom.com/","5642 E La Palma Ave #202, Anaheim, CA 92807, United States",33.8586169,-117.7911937,"Exodus Escape Room","18401c7cd19ede0a59c31d477ec5e95868891c37","ChIJeTHE5hnR3IARPaHPad5GBxA"
"US","California","Anaheim","Exodus Escape Room","Bank Heist","http://exodusescaperoom.com/","5642 E La Palma Ave #202, Anaheim, CA 92807, United States",33.8586169,-117.7911937,"Exodus Escape Room","18401c7cd19ede0a59c31d477ec5e95868891c37","ChIJeTHE5hnR3IARPaHPad5GBxA"
"US","California","Anaheim","Exodus Escape Room","Quake Escape","http://exodusescaperoom.com/","5642 E La Palma Ave #202, Anaheim, CA 92807, United States",33.8586169,-117.7911937,"Exodus Escape Room","18401c7cd19ede0a59c31d477ec5e95868891c37","ChIJeTHE5hnR3IARPaHPad5GBxA"
"US","California","Anaheim","Exodus Escape Room","Masquerade Manor","http://exodusescaperoom.com/","5642 E La Palma Ave #202, Anaheim, CA 92807, United States",33.8586169,-117.7911937,"Exodus Escape Room","18401c7cd19ede0a59c31d477ec5e95868891c37","ChIJeTHE5hnR3IARPaHPad5GBxA"
"US","California","Anaheim","Exodus Escape Room","Sherlock's Study","http://exodusescaperoom.com/","5642 E La Palma Ave #202, Anaheim, CA 92807, United States",33.8586169,-117.7911937,"Exodus Escape Room","18401c7cd19ede0a59c31d477ec5e95868891c37","ChIJeTHE5hnR3IARPaHPad5GBxA"
"US","California","Anaheim","Exodus Escape Room","Trap Room","http://exodusescaperoom.com/","5642 E La Palma Ave #202, Anaheim, CA 92807, United States",33.8586169,-117.7911937,"Exodus Escape Room","18401c7cd19ede0a59c31d477ec5e95868891c37","ChIJeTHE5hnR3IARPaHPad5GBxA"
"US","California","Anaheim","Mission Escape Games","Escape The Hydeout: The Mystery of Henry Jekyll","https://missionescapegames.com/location/anaheim-california/","400 Disney Way #313, Anaheim, CA 92802, United States",33.805648,-117.911881,"Mission Escape Games - Escape Room Anaheim","77419b13a404f658b0da7ca3734d284c00b55299","ChIJrSp6sMTX3IARHq0FGhJI_Ec"
"US","California","Anaheim","Mission Escape Games","Escape The Darkest Hour","https://missionescapegames.com/location/anaheim-california/","400 Disney Way #313, Anaheim, CA 92802, United States",33.805648,-117.911881,"Mission Escape Games - Escape Room Anaheim","77419b13a404f658b0da7ca3734d284c00b55299","ChIJrSp6sMTX3IARHq0FGhJI_Ec"
"US","California","Anaheim","Mission Escape Games","The Bank Heist","https://missionescapegames.com/location/anaheim-california/","400 Disney Way #313, Anaheim, CA 92802, United States",33.805648,-117.911881,"Mission Escape Games - Escape Room Anaheim","77419b13a404f658b0da7ca3734d284c00b55299","ChIJrSp6sMTX3IARHq0FGhJI_Ec"
"US","California","Anaheim","PuzzleMazement","Doll House","http://www.puzzlemazement.com/","1238 S Beach Blvd D, Anaheim, CA 92804, United States",33.8158121,-117.9924567,"PuzzleMazement - Escape Room","897f0b7ce769fa7e0b97483368d43f43bbe1fed0","ChIJL85qYBYp3YARi6SOji8vfKU"
"US","California","Bakersfield","Bakersfield Escape Room","Winter Fall","http://www.bakersfieldescaperoom.com/games-2/a-winter-fall/","3616 Coffee Rd C, Bakersfield, CA 93308, United States",35.3925344,-119.0914508,"Bakersfield Escape Room","d5719ce80554fff52663e7a092dc4bb045d8cdaf","ChIJN1Yg-f9C6oARurd_6JaISYA"
"US","California","Bakersfield","Bakersfield Escape Room","R.E.S.C.U.E.","http://www.bakersfieldescaperoom.com/games-2/r-e-s-c-u-e/","3616 Coffee Rd C, Bakersfield, CA 93308, United States",35.3925344,-119.0914508,"Bakersfield Escape Room","d5719ce80554fff52663e7a092dc4bb045d8cdaf","ChIJN1Yg-f9C6oARurd_6JaISYA"
"US","California","Bakersfield","Bakersfield Escape Room","The Crimson Storm","http://bakersfieldescaperoom.com/crimson-storm/","3616 Coffee Rd C, Bakersfield, CA 93308, United States",35.3925344,-119.0914508,"Bakersfield Escape Room","d5719ce80554fff52663e7a092dc4bb045d8cdaf","ChIJN1Yg-f9C6oARurd_6JaISYA"
"US","California","Bakersfield","Real Escape Bakersfield","Wonderland","http://www.realescapebakersfield.com/","6225 District Blvd #103, Bakersfield, CA 93313, United States",35.3115631,-119.0718438,"Real Escape Bakersfield","78e15a424a20a795c8104dc80a09dc1390c7e473","ChIJ44iwn0lA6oARaSzAcZZJSjk"
"US","California","Bakersfield","Real Escape Bakersfield","The Heist","http://www.realescapebakersfield.com/","6225 District Blvd #103, Bakersfield, CA 93313, United States",35.3115631,-119.0718438,"Real Escape Bakersfield","78e15a424a20a795c8104dc80a09dc1390c7e473","ChIJ44iwn0lA6oARaSzAcZZJSjk"
"US","California","Bakersfield","Rooms of No Return","Jailbreak","http://roomsofnoreturn.com/","4700 Easton Dr #14, Bakersfield, CA 93309, United States",35.368129,-119.054894,"Rooms of No Return","6484c21cd07301f43cbb721ec7bb84606f31f0b4","ChIJfQVViARC6oARmED7a3WGxHM"
"US","California","Bakersfield","Rooms of No Return","Nightmare","http://roomsofnoreturn.com/","4700 Easton Dr #14, Bakersfield, CA 93309, United States",35.368129,-119.054894,"Rooms of No Return","6484c21cd07301f43cbb721ec7bb84606f31f0b4","ChIJfQVViARC6oARmED7a3WGxHM"
"US","California","Bakersfield","Rooms of No Return","Safari Escape","http://roomsofnoreturn.com/","4700 Easton Dr #14, Bakersfield, CA 93309, United States",35.368129,-119.054894,"Rooms of No Return","6484c21cd07301f43cbb721ec7bb84606f31f0b4","ChIJfQVViARC6oARmED7a3WGxHM"
"US","California","Big Bear City","Mountain Room Escapes","Mountain Ski Lodge","http://www.mountainroomescapes.com/","1121 W Big Bear Blvd, Big Bear, CA 92314, United States",34.2607164,-116.8651731,"Mountain Room Escapes","210f4729b3dd89fe029d8b4ba83b40bb899ffe34","ChIJywSgrT-0xIARD5uvxT4r8H4"
"US","California","Brea","Red Lantern Escape Rooms","Midnight on the Bayou","https://www.redlanternescaperooms.com/","471 W Lambert Rd Suite 108, Brea, CA 92821, United States",33.9253897,-117.9016548,"Red Lantern Escape Rooms","9a241a8f8a903eac856f3f5d33c721d1d15ba65f","ChIJscdiymrV3IARV5lIGw1J6xg"
"US","California","Carlsbad","School of Hard Locks","Principal's Office V2 - Detention","http://www.schoolofhardlocks.com/","2850 Pio Pico Dr, Carlsbad, CA 92008, United States",33.1663549,-117.3430535,"School of Hard Locks","30b8df07b231c47601fe06616d5638597d0fb09b","ChIJw1uXRRly3IARX6ZFIGdyWD8"
"US","California","Carlsbad","School of Hard Locks","Science Lab","http://www.schoolofhardlocks.com/","2850 Pio Pico Dr, Carlsbad, CA 92008, United States",33.1663549,-117.3430535,"School of Hard Locks","30b8df07b231c47601fe06616d5638597d0fb09b","ChIJw1uXRRly3IARX6ZFIGdyWD8"
"US","California","Carlsbad","School of Hard Locks","Art Class - Holiday Art Sale","http://www.schoolofhardlocks.com/","2850 Pio Pico Dr, Carlsbad, CA 92008, United States",33.1663549,-117.3430535,"School of Hard Locks","30b8df07b231c47601fe06616d5638597d0fb09b","ChIJw1uXRRly3IARX6ZFIGdyWD8"
