Country,Region,City,Organization,Room,URL
US,New York,New York,Escape Entertainment,Prohibition Pandemonium,http://www.nyc.escape-entertainment.com/
US,New York,New York,Escape Games NYC,Detective Story,http://www.escapegamesnyc.com/games/detective-story
US,New York,New York,Escape Games NYC,John Doe,http://www.escapegamesnyc.com/games/john-doe
US,New York,New York,Escape Games NYC,The Experiment,http://www.escapegamesnyc.com/games/john-doe
US,New York,New York,Escape Games NYC,Outer Space,http://www.escapegamesnyc.com/games/outer-space
US,New York,New York,Escape Room Madness,NYC Power Plant,http://www.escaperoommadness.com/
US,New York,New York,Escape Room Madness,Alcatraz,http://www.escaperoommadness.com/
US,New York,New York,Escape Room Madness,The Perfect Crime,http://www.escaperoommadness.com/
US,New York,New York,Escape the Room NYC,The Office,http://static.escapetheroomnyc.com/bookeo.html
US,New York,New York,Escape the Room NYC,The Agency,http://static.escapetheroomnyc.com/bookeo.html
US,New York,New York,Escape the Room NYC,The Home,http://static.escapetheroomnyc.com/bookeo.html
US,New York,New York,Escape the Room NYC,The Theater,http://static.escapetheroomnyc.com/downtown.html
US,New York,New York,Escape the Room NYC,The Apartment,http://static.escapetheroomnyc.com/downtown.html
US,New York,New York,Hoodwinked Escape,Asylum,http://www.hoodwinkedescape.com/
US,New York,New York,Hoodwinked Escape,Hangover,http://www.hoodwinkedescape.com/
US,New York,New York,Hoodwinked Escape,Military Mission,http://www.hoodwinkedescape.com/
US,New York,New York,Hoodwinked Escape,Spirit of Harlem,http://www.hoodwinkedescape.com/
US,New York,New York,Komnata Quest,Boxed Up,http://komnataquest.com/
US,New York,New York,Komnata Quest,The Impossible Murdery Mystery,http://komnataquest.com/
US,New York,New York,Komnata Quest,The Robbery that Changed the World,http://komnataquest.com/
US,New York,New York,Komnata Quest,Seven Sinful Pleasures,http://komnataquest.com/
US,New York,New York,Locked New York,Vendetta,http://www.escapelocked.com/
US,New York,New York,Locked New York,Spooky Room 479,http://www.escapelocked.com/
US,New York,New York,Mission Escape Games,The Art Studio,http://missionescapegames.com/
US,New York,New York,Mission Escape Games,The Hydeout,http://missionescapegames.com/
US,New York,New York,Mission Escape Games,The Darkest Hour,http://missionescapegames.com/
US,New York,New York,Mission Escape Games,Penguins of Madagascar,http://missionescapegames.com/
US,New York,New York,Mystery Room NYC,Chapter 2: Biotech Labs,http://www.mysteryroomnyc.com/
US,New York,New York,Mystery Room NYC,Chapter 3: Cafe Belim,http://www.mysteryroomnyc.com/
US,New York,New York,Mystery Room NYC,Chapter 4: Forgotten Library,http://www.mysteryroomnyc.com/
US,New York,New York,Mystery Room NYC,Chapter 5,http://www.mysteryroomnyc.com/
US,New York,New York,Mystery Room NYC,Chapter 6,http://www.mysteryroomnyc.com/
US,New York,New York,Omescape,Laboratory of Biohazard,http://omescapeus.com/
US,New York,New York,Omescape,The Penitentiary,http://omescapeus.com/
US,New York,New York,Omescape,Room X,http://omescapeus.com/
US,New York,New York,Paradiso Escape,Chapter 1,http://www.paradisoescape.com/
US,New York,New York,Room Escape Adventures,Trapped In A Room With A Zombie,http://roomescapeadventures.com/new-york-ny/
US,New York,New York,SCRAP,Escape from the Mysterious Room,http://realescapegame.com/escape-from-the-mysterious-room-in-nyc-real-escape-room-nyc-vol-1/
US,New York,New York,SCRAP,Escape from the Time Travel Lab,http://realescapegame.com/nyc_timelab/
US,New York,New York,TheRoom,Secret Society Recruitment,http://www.theroomny.com/
US,New York,New York,Trapped NYC,House Arrest,http://trappednyc.com/
US,New York,New York,Trapped NYC,Project Puppet,http://trappednyc.com/
US,New York,New York,X-Room,Forest Cabin,http://www.xroomnyc.com/products/forest-cabin
US,New York,New York,X-Room,Prison Break,http://www.xroomnyc.com/products/prison-break
US,New York,New York,X-Room,The Abandoned Laboratory,http://www.xroomnyc.com/products/the-abandoned-laboratory
US,New York,New York,X-Room,The Exhibition Gallery: The Lost Art,http://www.xroomnyc.com/products/the-exhibition-gallery-the-lost-art
US,New York,New York,X-Room,The Mysterious Hotel: The Mask Killer,http://www.xroomnyc.com/products/the-mysterious-hotel-mask-killer
US,New York,Niagara Falls,Reality Rooms Niagara,The Wine Cellar,http://www.realityroomsniagara.com/
US,New York,Niagara Falls,Reality Rooms Niagara,Wild Wizard Train,http://www.realityroomsniagara.com/
US,New York,Niagara Falls,Reality Rooms Niagara,Casino Heist,http://www.realityroomsniagara.com/
US,New York,Northport,CRYPTIQ,Secrets of Hollywood,http://www.cryptiqinc.com/
US,New York,Northport,CRYPTIQ,Grandma's Basement,http://www.cryptiqinc.com/
US,New York,Port Jeff,Hour Escape Port Jeff,The Italian Restaurant,http://www.hourescapeportjeff.com/
US,New York,Port Jeff,Hour Escape Port Jeff,Exit Protocol,http://www.hourescapeportjeff.com/
US,New York,Port Jefferson,Know Escape,Sunderland Hollow,http://www.knowescapeportjefferson.com/
US,New York,Potsdam,Tactics,Jail Break,http://www.tacticslive.com/
US,New York,Rochester,Breakout Rochester,Kidnapping,http://www.breakoutgames.com/rochester
US,New York,Rochester,Breakout Rochester,Museum Heist,http://www.breakoutgames.com/rochester
US,New York,Rochester,Breakout Rochester,Operation: Casino,http://www.breakoutgames.com/rochester
US,New York,Rochester,Breakout Rochester,Hostage,http://www.breakoutgames.com/rochester
US,New York,Rochester,Into the Enigma,The Professor's Study,http://www.intotheenigma.com/
US,New York,Rochester,Lockout Escape Rooms,Room #9,http://lockoutescaperooms.com/
US,New York,Rochester,Lockout Escape Rooms,Double Agent,http://lockoutescaperooms.com/
US,New York,Rochester,Lockout Escape Rooms,Prison Break,http://lockoutescaperooms.com/
US,New York,Rochester,Rochester Escape Rooms,Haunted Bed & Breakfast,http://www.rochesterescaperooms.com/
US,New York,Rochester,The Great Escape Room,The Library (Sherlock's Study),http://thegreatescaperoom.com/
US,New York,Rochester,The Great Escape Room,The Gameroom,http://thegreatescaperoom.com/
US,New York,Ronkonkoma,Escape the Room Game Long Island,The Great Heist,http://www.escapegameli.com/
US,New York,Ronkonkoma,Escape the Room Game Long Island,Taken,http://www.escapegameli.com/
US,New York,Ronkonkoma,Long Island Escape Game Extreme Ronkonkoma,Escape Mystery Mansion - The Tower,http://www.escapegamesronkonkoma.com/
US,New York,Ronkonkoma,Long Island Escape Game Extreme Ronkonkoma,The Residence,http://www.escapegamesronkonkoma.com/
US,New York,Staten Island,Amazing Escape Room - Staten Island,Bank Heist,http://www.amazingescaperoom.com/
US,New York,Staten Island,Amazing Escape Room - Staten Island,Super Hero Alley,http://www.amazingescaperoom.com/
US,New York,Staten Island,Amazing Escape Room - Staten Island,Diamond Mine,http://www.amazingescaperoom.com/
US,New York,Staten Island,Amazing Escape Room - Staten Island,Detective Office,http://www.amazingescaperoom.com/
US,New York,Syosset,Puzzle Break Long Island,Escape the Midnight Carnival,http://www.puzzlebreakli.com/
US,New York,Syosset,Puzzle Break Long Island,"Escape From 20,000 Leagues",http://www.puzzlebreakli.com/
US,New York,Syosset,Puzzle Break Long Island,The Grimm Escape,http://www.puzzlebreakli.com/
US,New York,Syracuse,5 Wits,Drago's Castle,http://5-wits.com/syracuse/dragoscastle.htm
US,New York,Syracuse,5 Wits,Espionage,http://5-wits.com/syracuse/espionage.htm
US,New York,Syracuse,5 Wits,Tomb,http://5-wits.com/syracuse/tomb.htm
US,New York,Syracuse,Breakout Syracuse,Kidnapping,http://www.breakoutgames.com/syracuse
US,New York,Syracuse,Breakout Syracuse,Museum Heist,http://www.breakoutgames.com/syracuse
US,New York,Syracuse,Breakout Syracuse,Operation: Casino,http://www.breakoutgames.com/syracuse
US,New York,Syracuse,Breakout Syracuse,Hostage,http://www.breakoutgames.com/syracuse
US,New York,Syracuse,Escape the Estate,Escape the Estate,http://www.escapetheestate.com/
US,New York,Troy,Enigmatic Escapes,Secret of the Study,http://www.limeshirtstudios.com/
US,New York,West Hempstead,Epic Escape Rooms LI,Killer Feature,http://www.epicescaperoomsli.com/
US,New York,White Plains,The Great Escapery,The Heist,http://www.greatescapery.com/
US,New York,White Plains,The Puzzle Parlour,Surgery,http://www.thepuzzleparlour.com/
US,New York,Yaphank,Escape Plan Sixty,Cabin in the Woods,http://www.escapeplansixty.com/
US,New York,Yaphank,Escape Plan Sixty,Jail House,http://www.escapeplansixty.com/
US,North Carolina,Archdale,Kersey Valley Escape,Deadwood,http://kerseyvalleyescape.com/
US,North Carolina,Archdale,Kersey Valley Escape,Autopsy,http://kerseyvalleyescape.com/
US,North Carolina,Archdale,Kersey Valley Escape,Haunted Manor,http://kerseyvalleyescape.com/
US,North Carolina,Asheville,Breakout Games - Asheville,The Kidnapping,http://www.breakoutgames.com/asheville
US,North Carolina,Asheville,Breakout Games - Asheville,Museum Heist,http://www.breakoutgames.com/asheville
US,North Carolina,Asheville,Breakout Games - Asheville,Operation: Casino,http://www.breakoutgames.com/asheville
US,North Carolina,Asheville,Breakout Games - Asheville,Hostage,http://www.breakoutgames.com/asheville
US,North Carolina,Asheville,Breakout Games - Asheville,Mystery Mansion,http://www.breakoutgames.com/asheville
US,North Carolina,Asheville,Escape Out,Western,https://www.escapeoutasheville.com/
US,North Carolina,Asheville,Escape Out,The Hangover,https://www.escapeoutasheville.com/
US,North Carolina,Asheville,Escape Out,Mad Scientist,https://www.escapeoutasheville.com/
US,North Carolina,Asheville,The Conundrum,Wunderbruggen's Brewing Brouhaha,http://entertheconundrum.com/
US,North Carolina,Asheville,The Conundrum,The Attic of Abigail Falkirk,http://entertheconundrum.com/
US,North Carolina,Boone,Mysterium Escape Adventure,The Inheritance,http://www.mysteriumboone.com/
US,North Carolina,Burlington,Studio 1 Escape,Assassin Escape,http://studio1escape.org/
US,North Carolina,Cary,Times Up! Escape Rooms,The Puzzler Bomb Escape,http://www.timesupescape.com/
US,North Carolina,Cary,Times Up! Escape Rooms,The Bank Vault Escape,http://www.timesupescape.com/
US,North Carolina,Charlotte,Black Out,South End Psycho,http://experiencetheblackout.com/
US,North Carolina,Charlotte,Black Out,Queen City Lockdown,http://experiencetheblackout.com/
US,North Carolina,Charlotte,Black Out,Trade Street Epidemic,http://experiencetheblackout.com/
US,North Carolina,Charlotte,Breakout Charlotte,The Kidnapping,https://breakoutgames.com/escape-rooms/
US,North Carolina,Charlotte,Breakout Charlotte,Museum Heist,https://breakoutgames.com/escape-rooms/
US,North Carolina,Charlotte,Breakout Charlotte,Operation: Casino,https://breakoutgames.com/escape-rooms/
US,North Carolina,Charlotte,Breakout Charlotte,Hostage,https://breakoutgames.com/escape-rooms/
US,North Carolina,Charlotte,Codescape,Shipwrecked,http://codescapegame.com/
US,North Carolina,Charlotte,Codescape,The Residents,http://codescapegame.com/
US,North Carolina,Charlotte,Codescape,Lucidity,http://codescapegame.com/
US,North Carolina,Charlotte,Cryptex Games,Dickens' Lost Will,https://www.facebook.com/cryptexgamesescape/
US,North Carolina,Charlotte,Escape Artist,The Hangover,http://escapeartist.us/
US,North Carolina,Charlotte,Escape Artist,Area 51,http://escapeartist.us/
US,North Carolina,Charlotte,Escape Artist,Da Vinci's Office,http://escapeartist.us/
US,North Carolina,Charlotte,Escape Hour Charlotte,The Detective's Office,http://www.escapehourcharlotte.com/
US,North Carolina,Charlotte,Escape Hour Charlotte,The Dollhouse,http://www.escapehourcharlotte.com/
US,North Carolina,Charlotte,Escape Hour Charlotte,Granny's House,http://www.escapehourcharlotte.com/
US,North Carolina,Charlotte,Escape Kings,Aztec Ruins,http://escapekings.com/
US,North Carolina,Charlotte,Escape Kings,Zombie Outbreak,http://escapekings.com/
US,North Carolina,Charlotte,Escape Kings,Ghost Hunters,http://escapekings.com/
US,North Carolina,Charlotte,Escape Kings,Kings Quest,http://escapekings.com/
US,North Carolina,Charlotte,Escape Kings,Santa's Workshop,http://escapekings.com/
US,North Carolina,Charlotte,Escape Tactic,King Tut's Curse,http://www.escapetactic.com/kung-tuts-curse/
US,North Carolina,Charlotte,Escape Tactic,Flight 282,http://www.escapetactic.com/flight-282/
US,North Carolina,Charlotte,Escape Tactic,SEAL Team,http://www.escapetactic.com/seal-team/
US,North Carolina,Charlotte,Escape Tactic,Mine Trap,http://www.escapetactic.com/mine-trap/
US,North Carolina,Charlotte,Escape Tactic,Amazon Survival,http://www.escapetactic.com/amazon-survival/
US,North Carolina,Charlotte,Exit Strategy,70's Room,http://www.exitstrategyus.com/
US,North Carolina,Charlotte,Exit Strategy,Cabin in the Woods,http://www.exitstrategyus.com/
US,North Carolina,Charlotte,Exit Strategy,Murder Mystery,http://www.exitstrategyus.com/
US,North Carolina,Charlotte,Exit Strategy,Lost in Space,http://www.exitstrategyus.com/
US,North Carolina,Charlotte,Exit Strategy,Queen City Bank Heist,http://www.exitstrategyus.com/
US,North Carolina,Charlotte,Exit Strategy,The Forgotten,http://www.exitstrategyus.com/
US,North Carolina,Charlotte,Exit Strategy,Final Sacrifice,http://www.exitstrategyus.com/
US,North Carolina,Charlotte,Exit Strategy,Quest of Honor,http://www.exitstrategyus.com/
US,North Carolina,Charlotte,Exit Strategy North,Spy Trainer,http://www.exitstrategyus.com/
US,North Carolina,Charlotte,Exit Strategy North,Subject Zero,http://www.exitstrategyus.com/
US,North Carolina,Charlotte,Masterpiece Escapes,Metro Mayhem,http://www.masterpieceescapes.com/
US,North Carolina,Charlotte,Race City Escapes,The Race Ruse,http://www.racecityescapes.com/
US,North Carolina,Charlotte,Race City Escapes,The Harmonic Haze,http://www.racecityescapes.com/
US,North Carolina,Charlotte,The Box Escape Experience,The Ventriloquist,http://www.theboxescaperoom.com/
US,North Carolina,Charlotte,The Box Escape Experience,Cold Case Killer,http://www.theboxescaperoom.com/
US,North Carolina,Durham,Bull City Escape,The '90s Room,http://www.bullcityescape.com/
US,North Carolina,Durham,Bull City Escape,The 90s Room,http://www.bullcityescape.com/
US,North Carolina,Durham,Bull City Escape,A Study in Murder,http://www.bullcityescape.com/
US,North Carolina,Durham,Bull City Escape,Lunar Lockdown,http://www.bullcityescape.com/
US,North Carolina,Durham,Mission X Escape,Butcher Shop,http://www.missionxescape.com/
US,North Carolina,Durham,Mission X Escape,Vampire Manor,http://www.missionxescape.com/
US,North Carolina,Durham,Mission X Escape,Mirage,http://www.missionxescape.com/
US,North Carolina,Fayetteville,Xscape Factor,Abducted,http://www.escaperoomsfayettevillenc.com/
US,North Carolina,Fayetteville,Xscape Factor,Crime in the Windy City,http://www.escaperoomsfayettevillenc.com/
US,North Carolina,Fayetteville,Xscape Factor,Big Top Murders,http://www.escaperoomsfayettevillenc.com/
US,North Carolina,Fayetteville,Xscape Factor,Last Will & Testament,http://www.escaperoomsfayettevillenc.com/
US,North Carolina,Gamer,Raleigh,Airship Legacy,http://www.conundrumescapes.com/
US,North Carolina,Gamer,Raleigh,Conjurer's Dungeon,http://www.conundrumescapes.com/
US,North Carolina,Gastonia,Xtreme Xcapes,The Secret Agent Room,http://www.xtremexcapes.com/
US,North Carolina,Greensboro,Air Fun Trampoline Park,Sabotage: The Great Escape,http://www.airfunpark.com/
US,North Carolina,Greensboro,Breakout Greensboro,The Kidnapping,http://www.breakoutgames.com/greensboro/
US,North Carolina,Greensboro,Breakout Greensboro,Museum Heist,http://www.breakoutgames.com/greensboro/
US,North Carolina,Greensboro,Breakout Greensboro,Operation: Casino,http://www.breakoutgames.com/greensboro/
US,North Carolina,Greensboro,Breakout Greensboro,Hostage,http://www.breakoutgames.com/greensboro/
US,North Carolina,Greenville,Bold Escapes,Gambling Grandma,http://www.boldescapes.com/
US,North Carolina,Greenville,Ctrl Shift Escape,Blackbeard's Quarters,http://ctrlshiftescapegreenville.com/
US,North Carolina,Huntersville,Breakout Lake Norman,Outlaw,http://www.breakoutlakenorman.com/
US,North Carolina,Huntersville,Breakout Lake Norman,Mysterious Mayan Temple,http://www.breakoutlakenorman.com/
US,North Carolina,Huntersville,Breakout Lake Norman,Framed,http://www.breakoutlakenorman.com/
US,North Carolina,Huntersville,Breakout Lake Norman,Sherlock Holmes,http://www.breakoutlakenorman.com/
US,North Carolina,Huntersville,Breakout Lake Norman,Nuclear Attack,http://www.breakoutlakenorman.com/
US,North Carolina,Jacksonville,The Escape Trials,Lost Souls,http://www.escapetrialsnc.com/
US,North Carolina,Kannapolis,Escape Scene,Deadwood,http://www.escapescene.com/
US,North Carolina,Kannapolis,Escape Scene,Cairo,http://www.escapescene.com/
US,North Carolina,Kernersville,Psycho 60,Quantum,https://www.psycho60.com/homekernersville
US,North Carolina,Kernersville,Psycho 60,Infected,https://www.psycho60.com/homekernersville
US,North Carolina,Kernersville,Psycho 60,Hostage,https://www.psycho60.com/homekernersville
US,North Carolina,Maggie Valley,Maggie Valley Puzzle Rooms,Swindler's List,http://www.maggievalleypuzzlerooms.com/
US,North Carolina,Maggie Valley,Maggie Valley Puzzle Rooms,The Plight of Corndog Crockett,http://www.maggievalleypuzzlerooms.com/
US,North Carolina,Midway Park,Cracked It! Escape Games,A.I.R. In Search of: Episode 1,http://crackeditnc.com/
US,North Carolina,Midway Park,Cracked It! Escape Games,Queen Anne's Revenge,http://crackeditnc.com/
US,North Carolina,Mooresville,Race City Escapes,The Race Ruse,http://racecityescapes.com/
US,North Carolina,Mooresville,Race City Escapes,The Harmonic Haze,http://racecityescapes.com/
US,North Carolina,New Bern,Bear Towne Escape Room,Detective Room,http://beartownescaperoom.com/
US,North Carolina,New Bern,Bear Towne Escape Room,Pirate Room,http://beartownescaperoom.com/
US,North Carolina,Outer Banks,OB-Xscape Rooms,OB-Xscape Rooms,http://www.OB-Xscape-Rooms.com
US,North Carolina,Raleigh,Raleigh Room Escapes,Traped in a Room with a Zombie,http://raleighroomescapes.com/
US,North Carolina,Raleigh,Raleigh Room Escapes,The Formula of Escape,http://raleighroomescapes.com/
US,North Carolina,Raleigh,Raleigh Room Escapes,Escape the Tramping Ground,http://raleighroomescapes.com/
US,North Carolina,Raleigh,Raleigh Room Escapes,ZOMBIFIED!: The Art of Becoming a Zombie,http://raleighroomescapes.com/
US,North Carolina,Raleigh,Tic Toc Escapes,The Green Room,http://www.tictocescapes.com/
US,North Carolina,Raleigh,Tic Toc Escapes,The Locker Room,http://www.tictocescapes.com/
US,North Carolina,Raleigh-Durham,Cipher Escape,The Brewery Escape Room,http://www.cipherescape.com/
US,North Carolina,Washington,Enc Escape,Enc Escape,http://www.facebook.com/encescape
US,North Carolina,Wilmington,Cape Fear Escape Room,Time Traveler,http://www.capefearescaperoom.com/
US,North Carolina,Wilmington,Cape Fear Escape Room,Cape Fear Manhunt,http://www.capefearescaperoom.com/
US,North Carolina,Wilmington,Port City Escape Room,Nuclear Countdown,http://www.portcityescape.com/
US,North Carolina,Wilmington,Port City Escape Room,Blackbeard's Escape,http://www.portcityescape.com/
US,North Carolina,Wilmington,The Breakout Room,Time Traveler,http://www.thebreakoutroom.com/
US,North Carolina,Wilmington,The Breakout Room,Alien Escape,http://www.thebreakoutroom.com/
US,North Carolina,Winston-Salem,Triad Escape Room,The Cure Room,http://www.triadescaperoom.com/
US,North Dakota,Bismarck,Trapped in Bismarck,The Boss,http://www.trappedinbismarck.com/
US,North Dakota,Bismarck,Trapped in Bismarck,The Naughty List,http://www.trappedinbismarck.com/
US,North Dakota,Fargo,Puzzled FM,Madam Zella's Psychic Parlor,http://www.puzzledfm.com/
US,North Dakota,Fargo,Puzzled FM,Museum of Terror,http://www.puzzledfm.com/
US,North Dakota,Grand Forks,GF Escape Room,The Pandemic,http://www.gfescaperoom.com/
US,North Dakota,Minot,Escape Point,The Great Temple Escape,http://escapepointnd.com/
US,North Dakota,West Fargo,Fargo Escape Room,Framed,http://www.fargoescaperoom.com/
US,Ohio,Akron,Escape Chamber,Diamond Heist,http://www.cantonescapechamber.com/
US,Ohio,Akron,Escape Chamber,Dead End,http://www.cantonescapechamber.com/
US,Ohio,Akron,Escape Chamber,Panic Room,http://www.cantonescapechamber.com/
US,Ohio,Akron,Locked In at the Lakes,The Legend of Turkeyfoot Pointe,http://www.lockedinohio.com/
US,Ohio,Akron,Locked In at the Lakes,The 8ighth House,http://www.lockedinohio.com/
US,Ohio,Akron,The Loop Escape Room,Playoff Panic,http://www.loopescaperoom.org/
US,Ohio,Bellaire,Escape Zone,Mob Murder Mystery,http://www.escapezoneohio.com/
US,Ohio,Canton,Escape Canton,The Heist,http://escapecanton.com/
US,Ohio,Canton,Escape Canton,Outbreak,http://escapecanton.com/
US,Ohio,Canton,Escape Canton,Safe House Escape,http://escapecanton.com/
US,Ohio,Canton,Escape Canton,Jailhouse Breakout,http://escapecanton.com/
US,Ohio,Canton,Escape Room Downtown,The Missing Detective's Office,http://www.escaperoomdowntown.com/
US,Ohio,Canton,Escape Room Downtown,The Moonlight Gallery,http://www.escaperoomdowntown.com/
US,Ohio,Cincinnati,Breakout Cincinnati Escape Games,The Kidnapping,http://breakoutcincinnati.com/
US,Ohio,Cincinnati,Breakout Cincinnati Escape Games,The Museum Heist,http://breakoutcincinnati.com/
US,Ohio,Cincinnati,Breakout Cincinnati Escape Games,Casino Royale,http://breakoutcincinnati.com/
US,Ohio,Cincinnati,Breakout Cincinnati Escape Games,Island Escape,http://breakoutcincinnati.com/
US,Ohio,Cincinnati,Escape The Room Challenge,Escape the Mob,http://escapetheroomchallenge.com/challenges/escape-mob/
US,Ohio,Cincinnati,Escape The Room Challenge,Esmerelda's Curse,http://escapetheroomchallenge.com/challenges/esmereldas-curse/
US,Ohio,Cincinnati,Houdini's Room Escape,Houdini's Game Room,http://www.houdinisroomescape.com/houdinisgameroom
US,Ohio,Cincinnati,Houdini's Room Escape,The Lab,http://www.houdinisroomescape.com/thelab
US,Ohio,Cincinnati,Webcor Inc.,Trapped In A Room With A Zombie,http://www.funattheweb.com/zombie-puzzle-room/
US,Ohio,Cleveland,Escape In 60,Behind Bars,http://www.escapein60.co/
US,Ohio,Cleveland,Escape In 60,Bank Heist,http://www.escapein60.co/
US,Ohio,Cleveland,Escape In 60,FanATTIC,http://www.escapein60.co/
US,Ohio,Cleveland,Escape In 60,Death Row,http://www.escapein60.co/
US,Ohio,Cleveland,Escape Room Cleveland,Indiana Jones,http://escaperoom.clev.com/
US,Ohio,Cleveland,Escape Room Cleveland,The Hangover,http://escaperoom.clev.com/
US,Ohio,Cleveland,Escape Room Cleveland,Mad DR,http://escaperoom.clev.com/
US,Ohio,Cleveland,Escape Room Cleveland,Secret Agent,http://escaperoom.clev.com/
US,Ohio,Cleveland,Escape Room Cleveland,Wild WILD West,http://escaperoom.clev.com/
US,Ohio,Cleveland,Lockdown,Room #9,http://www.lockdowncleveland.com/
US,Ohio,Cleveland,Lockdown,The Wizard's Keep,http://www.lockdowncleveland.com/
US,Ohio,Cleveland,Lockdown,The Tomb,http://www.lockdowncleveland.com/
US,Ohio,Cleveland,Perplexity Games,The Clockwork Caper,http://perplexitygames.com/
US,Ohio,Cleveland,Trapped!,The Cell,http://www.trappedcle.com/
US,Ohio,Cleveland,Trapped!,Apocalypse,http://www.trappedcle.com/
US,Ohio,Cleveland,Trapped!,Chainsaw,http://www.trappedcle.com/
US,Ohio,Cleveland,Trapped!,Pirate Tavern,http://www.trappedcle.com/
US,Ohio,Cleveland,Ultimate Escape Challenge,Chaotic Classroom,http://www.ultimateescapechallenge.com/
US,Ohio,Columbus,Breakout Columbus,The Kidnapping,http://www.breakoutgames.com/columbus/
US,Ohio,Columbus,Breakout Columbus,Museum Heist,http://www.breakoutgames.com/columbus/
US,Ohio,Columbus,Breakout Columbus,Operation: Casino,http://www.breakoutgames.com/columbus/
US,Ohio,Columbus,Breakout Columbus,Hostage,http://www.breakoutgames.com/columbus/
US,Ohio,Columbus,Breakout Columbus,Kidnapping,http://www.breakoutgames.com/columbus
US,Ohio,Columbus,Breakout Columbus,Museum Heist,http://www.breakoutgames.com/columbus
US,Ohio,Columbus,Breakout Columbus,Hostage,http://www.breakoutgames.com/columbus
US,Ohio,Columbus,Breakout Columbus,Operation: Casino,http://www.breakoutgames.com/columbus
US,Ohio,Columbus,Breakout Columbus,Island Escape,http://www.breakoutgames.com/columbus
US,Ohio,Columbus,Buckeye Escape Room,Crazy Cat Lady,http://www.buckeyeescaperoom.com/
US,Ohio,Columbus,Clue'd In,"221B, Pandemic, Red Scare",http://cluedinescape.com/
US,Ohio,Columbus,Escape It Grandview,The Speakeasy,http://www.escapeitgrandview.com/
US,Ohio,Columbus,Escape It Grandview,The Explorer,http://www.escapeitgrandview.com/
US,Ohio,Columbus,eXcape Columbus,Area 51,http://www.excapecolumbus.com/
US,Ohio,Columbus,Lockdown Columbus Escape Room,Crime Scene Investigation,http://www.lockdowncolumbus.com/
US,Ohio,Columbus,Lockdown Columbus Escape Room,Lockdown,http://www.lockdowncolumbus.com/
US,Ohio,Columbus,Lockology Escape Rooms,Crime Scene Investigator,http://www.lockologyescaperooms.com/columbus.html
US,Ohio,Columbus,Lockology Escape Rooms,Haunted Prison,http://www.lockologyescaperooms.com/columbus.html
US,Ohio,Columbus,Lockology Escape Rooms,Mayan Temple,http://www.lockologyescaperooms.com/columbus.html
US,Ohio,Columbus,Redemption Escape Room,Redemption Escape Room,http://www.redemptionescaperoom.com/
US,Ohio,Columbus,Room Escape Adventures,Trapped In A Room With A Zombie,http://roomescapeadventures.com/columbus/
US,Ohio,Columbus,Room Escape Adventures,Still Hungry,http://roomescapeadventures.com/columbus/
US,Ohio,Columbus,The Chamber,The Chamber,http://www.thechambercolumbus.com/
US,Ohio,Columbus,Trapped Columbus,Infected 2! The Sacrifice,http://www.trappedcolumbus.com/
US,Ohio,Columbus,Trapped Columbus,Rescued 2! The Interrogation,http://www.trappedcolumbus.com/
US,Ohio,Columbus,Trapped Columbus,Rocked!,http://www.trappedcolumbus.com/
US,Ohio,Dayton,Breakout Dayton Escape Games,The Kidnapping,http://breakoutdayton.com/
US,Ohio,Dayton,Breakout Dayton Escape Games,The Museum Heist,http://breakoutdayton.com/
US,Ohio,Dayton,Breakout Dayton Escape Games,Casino Royale,http://breakoutdayton.com/
US,Ohio,Dayton,Breakout Dayton Escape Games,Island Escape,http://breakoutdayton.com/
US,Ohio,Dayton,Great Escape Game,Bank Vault,http://www.greatescapegamedayton.com/
US,Ohio,Dayton,Great Escape Game,Virus Outbreak,http://www.greatescapegamedayton.com/
US,Ohio,Dayton,Great Escape Game,Area D: Nuclear Facility,http://www.greatescapegamedayton.com/
US,Ohio,Dayton,Great Escape Game,Egyptian Tomb,http://www.greatescapegamedayton.com/
US,Ohio,Dayton,Great Escape Game,Prison Break,http://www.greatescapegamedayton.com/
US,Ohio,Dayton,Great Escape Game,Western Saloon,http://www.greatescapegamedayton.com/
US,Ohio,Fredericktown,Matchwitz Escape Room,The Diamond Heist,https://www.facebook.com/MatchWitz.EscapeRoom
US,Ohio,Kent,Cracked Escape Live Action Puzzle Rooms,The Meltdown,http://www.crackedescape.com/
US,Ohio,Kent,Cracked Escape Live Action Puzzle Rooms,The Ghost Tavern,http://www.crackedescape.com/
US,Ohio,Mansfield,Exithis,Break the Bank,http://www.exithis.com/
US,Ohio,Paulding,Jail Break - Code 9,Insane Killer Clowns,http://www.jailbreakcode9.com/
US,Ohio,Paulding,Jail Break - Code 9,Mad Scientist,http://www.jailbreakcode9.com/
US,Ohio,Paulding,Jail Break - Code 9,The Barker Crime Family,http://www.jailbreakcode9.com/
US,Ohio,Sandusky,Escape Room by Franknicky,The Detective Agency,http://www.franknicky.com/
US,Ohio,Sandusky,Escape Room by Franknicky,The Heist,http://www.franknicky.com/
US,Ohio,Sandusky,Whodini's Great Adventures,The Game Room,http://www.facebook.com/whodinisgreatadventures
US,Ohio,Strongsville,Confined,Summer School,http://www.confinedescaperoom.com/
US,Ohio,Strongsville,Confined,Breakout!,http://www.confinedescaperoom.com/
US,Ohio,Strongsville,Confined,Wonder Land,http://www.confinedescaperoom.com/
